R,G,B,,Class
237,232,213,,1
238,231,213,,1
238,231,213,,1
238,231,213,,1
238,231,213,,1
237,230,213,,1
238,231,214,,1
238,231,214,,1
238,233,215,,1
238,233,215,,1
239,232,216,,1
239,232,216,,1
239,232,216,,1
238,232,218,,1
234,235,222,,1
236,235,221,,1
238,234,218,,1
240,233,215,,1
244,235,214,,1
233,220,196,,0
234,219,193,,0
241,224,197,,1
246,227,203,,1
242,222,198,,1
236,216,190,,0
228,211,182,,0
230,211,179,,0
225,204,166,,0
187,159,119,,0
161,125,86,,0
167,125,85,,0
81,86,83,,0
79,80,77,,0
88,80,79,,0
112,91,91,,0
151,119,121,,0
200,160,161,,0
241,209,205,,0
240,222,212,,1
233,228,212,,1
234,229,207,,1
236,230,206,,1
235,229,205,,1
232,226,204,,1
231,225,202,,0
234,228,206,,1
237,231,209,,1
239,233,212,,1
239,232,211,,1
241,233,212,,1
242,231,211,,1
237,226,206,,1
236,225,202,,1
239,229,204,,1
238,228,201,,1
237,228,200,,1
237,228,198,,1
236,227,197,,1
234,223,197,,0
239,226,202,,1
240,228,203,,1
237,227,201,,1
240,230,205,,1
240,230,205,,1
237,229,206,,1
238,230,207,,1
240,232,210,,1
240,234,217,,1
239,234,221,,1
238,234,222,,1
238,234,222,,1
238,234,222,,1
238,234,222,,1
233,229,217,,1
230,226,213,,1
238,234,221,,1
237,235,218,,1
237,236,216,,1
237,234,214,,1
237,233,211,,1
239,233,209,,1
242,235,208,,1
239,229,202,,1
238,226,198,,1
241,227,197,,1
240,228,198,,1
238,228,200,,1
236,228,199,,1
239,231,203,,1
238,232,206,,1
241,235,211,,1
240,235,213,,1
240,235,215,,1
238,236,215,,1
238,235,216,,1
239,238,220,,1
240,239,221,,1
235,234,216,,1
237,236,218,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
239,236,219,,1
239,236,219,,1
241,236,217,,1
241,236,216,,1
242,237,216,,1
241,235,212,,1
239,233,208,,1
237,230,205,,1
236,229,205,,1
237,229,210,,1
240,232,213,,1
241,234,215,,1
241,234,216,,1
239,233,217,,1
239,233,217,,1
239,233,217,,1
238,233,219,,1
239,233,217,,1
241,234,215,,1
240,233,214,,1
240,233,214,,1
238,233,213,,1
238,233,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
239,232,212,,1
238,232,208,,1
239,233,210,,1
239,233,211,,1
239,234,213,,1
238,233,213,,1
239,232,214,,1
239,232,215,,1
239,232,216,,1
239,231,217,,1
239,234,221,,1
238,234,217,,1
239,233,212,,1
239,233,208,,1
234,228,199,,1
232,222,195,,0
234,223,197,,0
239,225,203,,1
238,222,203,,1
243,222,200,,1
219,199,172,,0
217,197,165,,0
230,211,173,,0
185,164,123,,0
174,148,109,,0
160,128,94,,0
79,79,79,,0
87,81,80,,0
104,85,85,,0
141,108,111,,0
180,138,140,,0
214,178,175,,0
236,215,205,,0
231,226,209,,1
234,229,207,,1
236,230,206,,1
235,229,205,,1
233,227,203,,1
231,225,201,,0
231,225,203,,0
234,228,206,,1
236,230,208,,1
236,230,208,,1
237,227,207,,1
240,229,208,,1
239,228,206,,1
237,226,203,,1
237,227,202,,1
237,227,200,,1
237,228,199,,1
236,227,196,,1
236,227,196,,1
237,224,197,,1
239,226,200,,1
240,228,202,,1
239,227,201,,1
240,230,205,,1
240,229,207,,1
237,229,206,,1
237,229,208,,1
238,232,210,,1
240,234,217,,1
238,235,220,,1
238,235,220,,1
238,235,220,,1
238,235,220,,1
239,236,221,,1
238,235,220,,1
236,233,218,,1
240,237,222,,1
237,236,218,,1
237,236,216,,1
236,235,215,,1
238,233,211,,1
239,233,209,,1
237,228,202,,1
243,233,205,,1
238,224,195,,1
237,223,194,,0
236,224,196,,1
239,232,206,,1
238,230,205,,1
241,234,209,,1
240,234,210,,1
240,235,213,,1
240,235,215,,1
238,235,216,,1
238,235,216,,1
238,236,217,,1
239,238,220,,1
238,237,219,,1
236,235,217,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,220,,1
239,236,221,,1
239,236,219,,1
241,236,217,,1
241,236,216,,1
242,236,214,,1
241,235,211,,1
239,233,207,,1
238,231,204,,1
237,230,205,,1
237,229,210,,1
241,233,214,,1
241,234,215,,1
241,234,216,,1
239,234,215,,1
239,233,217,,1
238,234,217,,1
237,234,218,,1
239,233,217,,1
241,234,215,,1
240,233,214,,1
240,233,214,,1
238,233,213,,1
238,233,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
239,233,211,,1
238,232,208,,1
239,233,209,,1
239,233,209,,1
239,234,212,,1
238,233,213,,1
239,232,214,,1
239,232,215,,1
239,232,216,,1
239,232,216,,1
236,230,216,,1
238,233,215,,1
239,233,210,,1
236,229,203,,1
233,224,196,,0
234,223,196,,0
238,226,201,,1
240,227,205,,1
238,223,202,,1
239,220,195,,0
222,201,173,,0
239,216,183,,0
203,178,140,,0
162,134,97,,0
169,140,104,,0
120,86,57,,0
98,93,96,,0
108,91,93,,0
140,108,111,,0
172,132,133,,0
199,163,159,,0
222,200,187,,0
228,220,201,,0
234,228,206,,1
236,228,207,,1
236,228,207,,1
235,227,205,,1
233,225,204,,1
233,226,205,,1
235,228,206,,1
236,228,207,,1
235,227,206,,1
233,222,201,,0
238,227,205,,1
240,229,206,,1
236,226,201,,1
234,224,199,,0
236,226,199,,1
236,226,199,,1
236,227,198,,1
236,227,198,,1
237,225,199,,1
237,225,199,,1
238,227,201,,1
239,229,204,,1
240,230,205,,1
239,230,207,,1
237,229,208,,1
236,230,208,,1
239,233,211,,1
240,234,217,,1
238,235,220,,1
238,235,220,,1
238,235,220,,1
238,235,220,,1
237,234,219,,1
237,234,219,,1
238,235,220,,1
236,233,218,,1
238,235,218,,1
238,235,216,,1
237,235,214,,1
238,233,211,,1
239,233,209,,1
241,234,208,,1
237,227,200,,1
243,232,204,,1
239,226,198,,1
236,225,201,,1
241,233,212,,1
239,231,210,,1
243,236,214,,1
242,236,215,,1
240,235,215,,1
238,235,216,,1
238,235,218,,1
238,235,218,,1
238,236,218,,1
237,236,218,,1
235,234,216,,1
237,236,218,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,220,,1
239,236,221,,1
239,236,221,,1
241,235,219,,1
241,236,216,,1
241,235,213,,1
240,234,210,,1
240,233,208,,1
238,231,205,,1
238,230,206,,1
238,230,209,,1
241,233,212,,1
241,234,215,,1
240,233,214,,1
239,234,215,,1
239,233,217,,1
238,234,217,,1
237,234,217,,1
239,233,217,,1
241,234,215,,1
240,233,214,,1
240,233,214,,1
238,233,213,,1
238,233,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
238,232,208,,1
239,233,209,,1
239,233,211,,1
239,234,212,,1
239,234,214,,1
240,233,215,,1
240,233,215,,1
240,233,215,,1
240,233,217,,1
238,232,216,,1
239,233,214,,1
235,229,206,,1
228,221,195,,0
229,218,190,,0
234,221,192,,0
238,224,197,,1
238,222,197,,0
235,219,193,,0
235,219,188,,0
232,210,177,,0
232,203,169,,0
178,143,109,,0
189,150,118,,0
141,104,75,,0
115,80,57,,0
96,82,86,,0
127,99,101,,0
156,117,117,,0
168,132,127,,0
216,191,179,,0
233,220,201,,0
234,226,205,,1
235,227,207,,1
236,228,208,,1
235,227,206,,1
234,226,205,,1
234,226,204,,1
233,225,203,,1
231,223,201,,0
228,220,197,,0
234,223,201,,0
238,228,204,,1
238,228,203,,1
233,223,198,,0
232,222,196,,0
234,224,197,,0
235,225,198,,1
236,226,198,,1
236,226,199,,1
238,226,201,,1
234,223,198,,0
235,224,199,,1
238,228,203,,1
237,228,205,,1
240,232,210,,1
238,231,210,,1
238,231,211,,1
240,235,214,,1
238,235,217,,1
238,235,219,,1
238,235,219,,1
238,235,219,,1
238,235,219,,1
237,234,217,,1
236,233,217,,1
238,235,218,,1
236,233,216,,1
239,235,217,,1
239,235,215,,1
238,234,214,,1
238,233,212,,1
239,233,210,,1
237,229,205,,1
240,230,204,,1
244,234,208,,1
199,187,161,,0
217,207,185,,0
240,233,215,,1
238,230,213,,1
242,235,218,,1
240,234,217,,1
239,234,218,,1
238,235,219,,1
237,235,219,,1
237,235,219,,1
238,236,220,,1
235,234,216,,1
233,232,214,,1
237,236,218,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,220,,1
239,235,222,,1
239,236,221,,1
241,235,219,,1
241,236,217,,1
240,233,214,,1
239,233,211,,1
240,233,209,,1
239,232,207,,1
239,231,208,,1
239,231,210,,1
241,233,212,,1
240,234,213,,1
239,232,213,,1
239,234,214,,1
239,234,215,,1
238,234,216,,1
237,234,216,,1
239,234,216,,1
241,234,215,,1
240,233,214,,1
240,233,214,,1
238,233,213,,1
238,233,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
238,232,209,,1
239,233,210,,1
239,233,211,,1
239,234,213,,1
240,235,215,,1
241,234,215,,1
241,234,215,,1
241,234,215,,1
241,234,215,,1
239,234,214,,1
237,231,210,,1
233,226,202,,1
230,220,193,,0
236,223,194,,0
240,226,196,,1
241,225,195,,1
238,220,191,,0
239,221,189,,0
219,203,167,,0
219,195,159,,0
193,158,123,,0
172,126,95,,0
149,100,73,,0
114,70,49,,0
105,82,84,,0
126,91,90,,0
160,124,119,,0
201,174,162,,0
225,208,190,,0
237,225,208,,1
236,227,209,,1
237,228,209,,1
236,226,206,,1
236,227,206,,1
235,225,203,,1
233,224,200,,0
230,221,197,,0
228,219,195,,0
237,227,202,,1
238,228,203,,1
236,226,200,,1
232,222,196,,0
232,222,195,,0
234,224,197,,0
234,224,198,,0
235,225,199,,1
237,227,201,,1
236,225,200,,1
233,223,199,,0
234,224,200,,0
236,227,203,,1
236,228,206,,1
239,233,211,,1
239,233,212,,1
239,233,214,,1
240,235,215,,1
238,235,216,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
237,234,217,,1
238,235,218,,1
237,234,217,,1
240,236,217,,1
240,235,215,,1
239,234,214,,1
238,233,213,,1
239,233,211,,1
242,234,211,,1
240,231,207,,1
221,211,187,,0
182,170,147,,0
216,206,188,,0
240,233,218,,1
238,231,216,,1
241,235,220,,1
239,234,219,,1
238,235,220,,1
238,235,220,,1
237,235,220,,1
237,235,220,,1
238,236,220,,1
235,234,216,,1
234,233,215,,1
237,236,218,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,236,221,,1
239,235,223,,1
239,235,221,,1
240,234,219,,1
240,235,217,,1
240,233,215,,1
239,233,212,,1
239,232,210,,1
239,231,208,,1
238,230,207,,1
237,229,208,,1
239,231,209,,1
240,234,212,,1
239,233,213,,1
238,233,213,,1
238,233,214,,1
237,234,214,,1
237,234,215,,1
238,234,215,,1
241,234,215,,1
240,233,214,,1
239,232,213,,1
238,233,213,,1
238,233,213,,1
238,232,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
239,232,212,,1
239,233,212,,1
240,233,212,,1
239,234,214,,1
241,236,216,,1
241,235,215,,1
241,235,214,,1
240,234,214,,1
240,234,213,,1
237,232,210,,1
233,227,203,,1
233,225,199,,1
236,225,197,,1
238,224,195,,1
240,223,191,,1
236,216,182,,0
229,208,173,,0
228,207,170,,0
213,196,157,,0
198,173,135,,0
166,128,92,,0
154,105,75,,0
127,76,53,,0
118,74,56,,0
95,76,78,,0
131,100,99,,0
160,125,122,,0
199,168,158,,0
229,206,193,,0
234,221,205,,0
236,225,208,,1
238,226,208,,1
235,224,205,,1
238,226,206,,1
237,226,204,,1
237,226,202,,1
234,224,199,,0
235,225,199,,1
236,226,199,,1
236,226,198,,1
234,224,197,,0
232,222,195,,0
232,222,195,,0
229,219,192,,0
229,219,194,,0
228,218,193,,0
230,220,195,,0
233,223,198,,0
236,226,203,,1
236,227,204,,1
236,228,206,,1
239,233,211,,1
239,233,211,,1
238,233,213,,1
239,234,214,,1
239,235,215,,1
238,234,215,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
237,234,217,,1
240,234,215,,1
241,233,214,,1
240,233,214,,1
239,232,213,,1
239,233,211,,1
238,230,209,,1
241,233,210,,1
243,232,210,,1
242,232,210,,1
244,236,220,,1
240,233,222,,1
240,234,222,,1
242,237,223,,1
239,236,221,,1
238,235,220,,1
237,235,220,,1
237,235,220,,1
237,236,218,,1
237,236,218,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,236,222,,1
239,235,223,,1
238,234,222,,1
239,233,219,,1
239,233,217,,1
241,234,216,,1
240,233,214,,1
240,232,211,,1
239,231,209,,1
237,229,206,,1
234,226,203,,1
235,227,204,,1
238,232,210,,1
238,232,210,,1
237,232,212,,1
237,232,212,,1
237,233,213,,1
237,234,215,,1
238,234,215,,1
240,233,214,,1
239,232,213,,1
239,232,213,,1
237,232,212,,1
237,232,212,,1
238,231,212,,1
238,231,212,,1
238,231,212,,1
238,231,212,,1
240,233,214,,1
240,233,214,,1
240,233,214,,1
239,234,214,,1
241,236,215,,1
241,236,214,,1
240,234,212,,1
240,234,211,,1
239,233,209,,1
237,232,205,,1
232,225,199,,0
234,224,197,,0
239,225,198,,1
239,222,192,,0
244,224,190,,1
238,216,179,,0
217,193,154,,0
200,176,135,,0
193,170,132,,0
169,139,103,,0
153,113,79,,0
131,84,56,,0
134,88,65,,0
117,88,90,,0
137,102,100,,0
173,139,133,,0
211,183,175,,0
228,210,198,,0
236,222,207,,1
236,223,207,,1
234,221,203,,0
234,221,202,,0
237,225,203,,1
240,228,203,,1
237,225,199,,1
233,221,195,,0
233,224,195,,0
231,222,193,,0
232,223,194,,0
231,221,194,,0
227,217,190,,0
221,211,186,,0
224,214,189,,0
230,219,197,,0
234,223,201,,0
232,224,201,,0
235,227,204,,1
237,229,206,,1
237,229,208,,1
240,234,212,,1
237,232,212,,1
238,233,213,,1
236,233,214,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
240,233,214,,1
241,233,214,,1
240,232,213,,1
240,232,213,,1
239,231,210,,1
243,235,214,,1
238,230,209,,1
242,234,213,,1
237,229,208,,1
238,232,216,,1
240,234,222,,1
240,234,222,,1
241,238,223,,1
239,236,220,,1
237,236,218,,1
237,236,218,,1
235,237,216,,1
235,237,215,,1
237,237,218,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
239,238,220,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,236,222,,1
239,235,224,,1
238,234,222,,1
239,233,221,,1
239,233,218,,1
241,234,216,,1
241,234,215,,1
241,233,213,,1
240,232,211,,1
238,231,207,,1
236,229,203,,1
237,229,206,,1
238,232,208,,1
238,232,210,,1
237,232,210,,1
237,232,212,,1
237,234,213,,1
237,235,214,,1
237,235,214,,1
240,233,214,,1
239,232,213,,1
239,232,213,,1
237,232,212,,1
238,233,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
239,232,213,,1
240,233,215,,1
240,233,215,,1
240,233,215,,1
239,234,214,,1
239,234,212,,1
240,234,212,,1
239,233,210,,1
239,233,209,,1
239,233,207,,1
233,228,199,,1
234,227,199,,1
237,227,200,,1
238,224,195,,1
240,222,190,,0
235,214,179,,0
225,201,162,,0
213,186,143,,0
200,172,129,,0
165,134,100,,0
148,115,82,,0
126,87,56,,0
116,77,48,,0
110,75,77,,0
137,99,100,,0
181,147,146,,0
212,194,183,,0
231,217,204,,0
234,221,206,,0
235,222,204,,0
233,220,201,,0
237,225,201,,1
239,227,201,,1
236,225,197,,1
232,221,193,,0
228,219,189,,0
226,217,186,,0
226,217,187,,0
223,214,186,,0
216,206,179,,0
216,206,181,,0
218,207,185,,0
224,213,191,,0
225,214,194,,0
230,221,199,,0
234,226,204,,1
235,227,206,,1
235,229,207,,1
238,231,212,,1
237,232,212,,1
235,232,213,,1
236,233,214,,1
236,233,216,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
237,234,215,,1
239,233,213,,1
240,232,211,,1
240,232,211,,1
239,231,212,,1
238,230,211,,1
236,229,210,,1
239,232,213,,1
241,234,216,,1
241,234,216,,1
244,237,222,,1
239,234,221,,1
238,235,220,,1
241,238,222,,1
238,237,218,,1
237,236,216,,1
235,237,215,,1
235,237,214,,1
234,238,214,,1
235,238,216,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,236,222,,1
239,235,224,,1
238,234,223,,1
239,233,221,,1
239,233,219,,1
241,234,218,,1
241,234,216,,1
241,234,215,,1
241,233,213,,1
241,233,210,,1
241,234,208,,1
240,233,207,,1
241,235,211,,1
240,234,210,,1
237,232,210,,1
237,232,210,,1
237,234,212,,1
237,235,214,,1
238,235,214,,1
240,233,214,,1
239,232,213,,1
239,232,213,,1
237,232,212,,1
239,234,214,,1
239,233,214,,1
240,233,214,,1
240,233,214,,1
240,233,214,,1
240,233,217,,1
240,233,217,,1
240,233,215,,1
239,234,214,,1
239,234,212,,1
239,233,210,,1
238,232,208,,1
237,231,207,,1
237,231,205,,1
233,228,198,,1
236,229,200,,1
240,230,201,,1
239,225,195,,1
235,217,185,,0
228,205,169,,0
220,194,152,,0
205,176,128,,0
181,149,104,,0
159,120,92,,0
142,103,76,,0
108,73,43,,0
104,71,76,,0
115,79,82,,0
145,112,113,,0
187,168,158,,0
218,202,189,,0
229,214,199,,0
238,223,207,,1
238,224,204,,1
237,225,202,,1
238,226,200,,1
234,223,195,,0
231,220,190,,0
222,213,182,,0
216,207,175,,0
215,206,176,,0
212,201,172,,0
200,189,163,,0
203,192,167,,0
208,197,175,,0
222,211,191,,0
225,214,196,,0
231,223,203,,0
235,229,207,,1
236,230,208,,1
237,231,209,,1
239,234,214,,1
236,231,211,,1
235,232,212,,1
235,232,214,,1
236,233,215,,1
237,234,215,,1
237,235,214,,1
237,235,214,,1
237,235,214,,1
237,235,214,,1
237,235,214,,1
237,235,214,,1
237,235,214,,1
237,235,214,,1
240,233,212,,1
242,231,210,,1
241,230,210,,1
239,231,211,,1
238,230,210,,1
240,233,213,,1
239,232,214,,1
241,234,216,,1
240,233,215,,1
241,235,219,,1
238,235,220,,1
238,235,220,,1
241,238,221,,1
238,237,218,,1
235,237,216,,1
235,237,215,,1
235,237,213,,1
234,238,212,,1
236,237,215,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,236,222,,1
239,235,225,,1
238,234,223,,1
239,233,221,,1
239,233,219,,1
241,234,218,,1
241,234,216,,1
241,234,216,,1
242,234,214,,1
242,235,213,,1
241,234,208,,1
241,234,208,,1
240,234,208,,1
238,232,208,,1
237,233,208,,1
237,232,210,,1
237,233,212,,1
237,235,213,,1
239,234,213,,1
240,233,213,,1
239,233,212,,1
238,232,212,,1
237,232,211,,1
239,234,213,,1
239,234,213,,1
240,233,214,,1
240,233,214,,1
240,233,215,,1
240,233,216,,1
240,233,216,,1
240,233,215,,1
239,234,214,,1
240,235,213,,1
240,234,210,,1
237,231,206,,1
234,228,203,,1
233,227,200,,1
234,229,199,,1
237,230,200,,1
242,231,203,,1
242,227,199,,1
239,219,189,,0
224,202,166,,0
212,185,143,,0
193,166,117,,0
165,133,87,,0
163,121,96,,0
117,80,55,,0
104,73,46,,0
116,99,98,,0
164,140,130,,0
208,182,168,,0
228,206,190,,0
239,220,202,,0
236,219,199,,0
239,227,203,,1
237,227,200,,1
230,220,193,,0
233,224,195,,0
226,217,184,,0
215,205,172,,0
207,196,164,,0
201,187,155,,0
186,171,142,,0
194,178,154,,0
216,201,184,,0
231,218,204,,0
234,222,213,,1
231,226,208,,1
230,228,207,,1
231,230,209,,1
234,232,211,,1
236,234,213,,1
236,234,211,,1
238,233,211,,1
239,234,212,,1
240,235,212,,1
239,234,214,,1
239,234,214,,1
239,234,214,,1
239,234,215,,1
237,234,215,,1
236,233,216,,1
237,236,218,,1
237,236,218,,1
236,235,217,,1
240,234,213,,1
242,232,209,,1
238,230,206,,1
237,229,206,,1
237,231,208,,1
239,233,210,,1
238,233,212,,1
239,234,214,,1
240,235,215,,1
238,236,217,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,218,,1
238,237,217,,1
238,237,217,,1
238,237,217,,1
238,237,218,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
237,234,217,,1
236,233,216,,1
238,235,218,,1
239,236,220,,1
239,236,220,,1
239,236,220,,1
239,236,220,,1
239,236,219,,1
239,236,219,,1
240,235,219,,1
239,234,218,,1
238,234,215,,1
239,234,214,,1
240,234,210,,1
238,232,208,,1
238,232,208,,1
234,230,205,,1
239,235,210,,1
240,234,210,,1
240,234,210,,1
240,234,211,,1
239,235,210,,1
237,234,208,,1
237,234,208,,1
237,234,209,,1
236,234,209,,1
236,234,211,,1
236,234,211,,1
238,233,211,,1
238,233,211,,1
236,234,213,,1
236,235,215,,1
237,235,214,,1
238,235,213,,1
239,234,211,,1
239,234,209,,1
240,233,207,,1
238,231,203,,1
234,226,198,,1
230,222,194,,0
236,229,201,,1
237,230,205,,1
237,228,206,,1
237,225,202,,1
239,224,198,,1
232,213,181,,0
201,179,139,,0
174,150,103,,0
151,125,80,,0
131,100,77,,0
123,95,75,,0
128,101,92,,0
179,151,139,,0
217,191,177,,0
237,215,199,,0
238,220,202,,0
234,218,198,,0
232,221,196,,0
230,223,195,,0
232,225,197,,0
226,218,187,,0
227,217,183,,0
210,199,164,,0
191,176,144,,0
189,172,144,,0
207,189,166,,0
223,207,189,,0
231,217,205,,0
232,219,211,,0
232,225,210,,1
232,229,210,,1
233,230,211,,1
235,232,213,,1
236,234,213,,1
236,234,213,,1
238,233,213,,1
239,234,214,,1
239,234,214,,1
239,234,214,,1
239,234,214,,1
239,234,214,,1
239,234,215,,1
237,234,215,,1
236,233,214,,1
237,234,215,,1
238,235,218,,1
235,234,216,,1
238,233,211,,1
240,233,207,,1
238,231,205,,1
238,230,207,,1
239,233,209,,1
238,233,211,,1
239,234,212,,1
238,236,215,,1
238,236,215,,1
238,236,218,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
238,235,218,,1
237,234,217,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
238,235,218,,1
237,234,217,,1
239,234,214,,1
240,234,210,,1
238,232,208,,1
239,233,209,,1
236,232,207,,1
239,235,210,,1
240,234,210,,1
240,234,210,,1
240,234,210,,1
240,234,210,,1
236,234,209,,1
236,234,209,,1
236,234,210,,1
236,234,211,,1
237,235,212,,1
237,235,212,,1
237,235,213,,1
237,235,214,,1
237,235,214,,1
236,235,214,,1
236,236,212,,1
237,235,212,,1
238,234,209,,1
241,235,209,,1
236,229,202,,1
232,225,197,,0
234,227,198,,1
241,231,204,,1
236,230,206,,1
237,229,208,,1
239,228,206,,1
238,226,202,,1
238,223,197,,1
234,216,185,,0
187,168,134,,0
159,137,98,,0
96,73,38,,0
97,75,57,,0
143,114,105,,0
178,151,140,,0
210,188,174,,0
231,213,197,,0
238,224,204,,1
237,226,203,,1
235,229,202,,1
231,226,197,,0
227,221,190,,0
229,219,187,,0
224,210,178,,0
214,199,168,,0
212,195,167,,0
214,197,172,,0
226,209,191,,0
233,218,204,,0
234,221,210,,0
234,226,211,,1
234,229,210,,1
237,232,213,,1
237,232,213,,1
236,231,212,,1
237,232,213,,1
238,233,213,,1
238,233,214,,1
239,234,215,,1
239,234,215,,1
239,234,215,,1
239,234,215,,1
239,234,215,,1
239,234,215,,1
237,232,213,,1
238,233,214,,1
238,234,215,,1
237,232,214,,1
238,232,210,,1
238,231,206,,1
238,230,207,,1
238,232,208,,1
240,234,212,,1
239,234,212,,1
238,236,214,,1
238,236,215,,1
239,237,216,,1
238,237,218,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
238,235,218,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
238,235,218,,1
237,234,217,,1
239,234,215,,1
240,234,212,,1
239,233,210,,1
240,234,211,,1
237,232,210,,1
239,234,212,,1
240,234,212,,1
240,234,212,,1
240,234,212,,1
240,234,212,,1
239,234,214,,1
239,234,214,,1
239,234,214,,1
239,234,214,,1
240,235,215,,1
240,235,215,,1
240,235,216,,1
240,235,216,,1
239,235,215,,1
237,235,212,,1
236,235,211,,1
237,234,209,,1
237,233,208,,1
234,228,203,,1
234,228,201,,1
236,229,201,,1
238,230,202,,1
239,232,206,,1
237,230,212,,1
237,229,209,,1
239,229,204,,1
239,228,200,,1
250,239,210,,1
210,195,167,,0
158,140,115,,0
106,85,63,,0
146,120,113,,0
187,165,153,,0
226,207,192,,0
236,220,203,,0
238,227,206,,1
233,227,202,,1
228,224,196,,0
229,221,192,,0
227,216,186,,0
227,213,182,,0
225,208,178,,0
218,200,170,,0
219,200,174,,0
227,211,188,,0
232,217,200,,0
234,222,206,,0
233,225,208,,1
235,229,210,,1
238,232,213,,1
237,231,212,,1
234,228,211,,1
236,231,213,,1
237,231,215,,1
236,232,216,,1
237,233,217,,1
238,234,215,,1
238,234,215,,1
238,234,215,,1
239,234,215,,1
239,234,214,,1
237,232,212,,1
239,233,213,,1
239,233,213,,1
238,232,212,,1
237,230,208,,1
236,230,205,,1
237,230,206,,1
239,233,211,,1
241,236,214,,1
239,235,214,,1
238,236,215,,1
238,237,217,,1
239,237,217,,1
239,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
237,234,217,,1
238,235,218,,1
239,236,219,,1
238,235,218,,1
237,234,217,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
238,235,218,,1
237,234,217,,1
239,234,215,,1
239,233,211,,1
239,233,211,,1
241,235,213,,1
239,234,212,,1
239,234,212,,1
240,234,212,,1
240,234,212,,1
240,234,212,,1
240,233,214,,1
240,234,218,,1
240,234,217,,1
240,234,217,,1
240,234,217,,1
239,234,215,,1
239,234,215,,1
239,234,215,,1
239,234,215,,1
239,234,214,,1
239,234,211,,1
238,233,210,,1
237,232,208,,1
236,231,206,,1
232,226,200,,1
236,229,203,,1
240,233,207,,1
240,233,206,,1
238,230,208,,1
238,230,218,,1
237,229,211,,1
238,229,202,,1
241,230,200,,1
237,223,194,,0
162,147,123,,0
105,88,74,,0
65,47,43,,0
223,205,190,,0
232,220,202,,0
227,220,197,,0
225,220,194,,0
223,213,187,,0
229,215,187,,0
233,217,189,,0
231,214,184,,0
233,214,184,,0
